"food","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"mmm pizza",0,1,0,7,0,0,0,0,2,2,1,1,0,1,0,1,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,3,0,1,0,1,0,0,0,1,1,0,1,0
"mmmm bacon",0,0,0,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"mmmm ice cream",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
"mmmm pizza",0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,1,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,1,2,0,3,0
"mozzarella",0,3,1,22,2,1,0,3,9,2,1,6,2,2,0,0,4,0,1,4,2,3,2,2,0,1,12,1,5,1,27,0,0,4,0,2,4,0,0,0,2,4,0,2,3,4,1,0,0
"mozzarella cheese",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"mozzarella sticks",1,2,3,17,0,5,1,1,5,11,0,16,5,1,4,5,3,1,9,19,9,2,1,2,0,1,4,0,18,0,36,8,0,14,1,2,18,5,2,0,3,10,3,0,4,0,4,6,0
"mushroom",3,11,1,50,2,5,0,2,18,9,0,17,3,4,2,7,8,0,7,7,13,9,5,6,0,2,4,1,4,2,26,12,1,11,2,6,9,1,2,0,4,28,3,2,7,6,6,1,1
"mushrooms",10,5,3,87,6,6,2,4,18,16,0,17,7,1,2,7,5,1,8,14,12,6,4,7,0,2,6,1,14,1,30,15,2,17,3,4,20,4,4,0,5,32,2,0,6,15,1,10,0
"mussels",0,0,1,18,5,5,1,7,10,4,0,5,1,1,1,4,0,1,7,6,4,2,0,1,0,0,0,1,8,0,26,2,0,1,0,1,7,1,1,0,0,4,0,0,0,3,0,2,0
"n'' cheese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nacho cheese doritos",3,0,0,3,0,0,0,2,3,0,0,1,0,0,1,0,1,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,5,1,0,0,0,1,0,0
"national ice cream day",2,0,0,4,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0
"natural spaghetti sauce",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
"never ending pasta bowl",0,3,0,2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,2,1,1,2,0,0,0,0,2,0,0,0,1,0,0,0
"noodles",61,15,38,205,189,24,14,34,69,110,2,354,196,44,65,27,73,2,229,32,202,218,47,107,3,30,22,1,43,12,90,127,7,200,9,25,104,4,46,3,55,188,47,1,167,19,12,347,0
"noodles for",1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"noodles http",2,1,0,9,1,0,0,0,1,1,0,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,6,0,1,0
"noodles lol",0,0,0,1,0,1,2,1,1,1,0,2,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,2,0,0,5,0,4,0,0,7,1,1,0,2,5,0,0,4,1,0,2,0
"oatmeal",16,13,9,130,7,18,5,7,47,48,0,40,22,6,12,8,12,3,30,23,48,9,10,21,1,1,9,2,31,3,78,33,0,35,6,6,52,3,16,2,23,96,13,1,31,16,7,16,0
"oatmeal and coffee",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"oatmeal cookies",2,0,0,7,0,0,1,1,3,3,0,3,2,1,0,1,2,0,2,2,1,0,0,2,0,0,1,0,2,0,2,3,0,1,0,1,0,0,1,0,4,4,0,0,0,1,0,0,0
"oatmeal for breakfast",0,0,1,6,0,0,0,2,0,3,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,1,1,0,2,0,3,1,0,1,0,0,4,0,0,0,1,0,0,0
"oatmeal http",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oatmeal raisin cookie",0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0
"oatmeal raisin cookies",0,0,1,6,0,2,1,0,4,1,0,1,1,0,0,1,0,0,3,2,1,1,0,1,0,0,0,0,2,0,3,2,1,4,3,0,2,1,0,0,1,2,0,0,1,0,1,0,0
"oatmeal w",0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"oats",0,1,1,14,2,0,9,0,9,4,2,10,2,0,1,5,0,1,5,10,8,2,1,2,1,1,2,0,1,0,15,1,0,8,2,1,6,1,2,0,1,12,2,0,3,2,2,3,0
"okra",4,0,1,7,1,0,1,2,4,9,1,2,2,1,1,1,14,0,3,0,1,2,5,1,0,1,1,0,2,0,4,11,0,2,2,1,0,0,5,0,9,13,0,0,1,0,0,1,0
"olive oil",8,4,0,53,8,6,0,5,18,14,0,21,1,3,2,3,11,0,6,14,10,3,1,7,0,0,2,1,16,2,27,6,0,11,2,4,18,0,8,1,2,23,3,0,5,3,0,3,0
"onion",2,6,7,62,9,4,1,10,34,14,0,26,19,5,1,12,6,1,12,15,35,15,2,10,0,6,20,0,18,2,51,17,0,23,12,6,27,2,11,1,14,60,5,0,16,19,1,9,0
"onion chips",1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,3,0,3,1,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"onion http",0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
"onion rings",9,6,4,53,7,5,3,8,19,18,2,15,8,5,5,5,11,3,7,18,19,7,2,6,1,4,7,3,15,3,19,11,0,13,5,6,14,2,10,1,11,27,3,0,12,14,4,6,1
"onions",13,4,6,100,4,7,2,7,36,21,2,31,19,3,3,10,13,2,24,28,22,6,8,20,3,2,1,2,22,1,47,31,3,27,4,12,28,3,21,1,12,57,5,3,28,15,1,8,1
"orange and",1,0,0,8,0,0,1,0,2,2,0,2,4,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,3,0,3,1,0,3,0,1,4,1,2,0,1,7,0,0,4,0,0,0,1
"orange chicken",3,12,1,72,3,2,0,4,12,7,0,30,8,2,0,3,2,1,11,6,9,1,0,8,0,0,7,0,1,1,7,2,0,6,4,3,6,0,0,0,2,38,1,0,7,5,0,7,0
"orange creamsicle",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"orange slices",0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0
"orange w",0,0,2,2,0,0,0,5,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"oranges",8,14,5,57,2,8,0,3,34,20,0,18,10,7,4,11,12,0,10,9,11,1,5,6,0,2,3,0,19,0,12,14,0,27,4,4,21,2,6,1,7,39,2,1,11,9,1,15,0
"oranges http",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"order a pizza",5,1,0,9,1,2,0,0,11,8,0,12,6,2,3,2,4,0,4,4,6,1,3,6,0,1,0,0,3,1,1,7,0,10,0,0,7,0,3,0,11,21,0,0,5,4,1,6,0
"order a pizza and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"order me a pizza",1,0,1,1,0,1,0,1,1,3,0,2,2,0,0,3,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0
"order pizza",2,6,4,20,3,1,0,2,8,10,0,6,4,0,1,4,7,0,8,3,7,3,3,6,0,1,3,0,5,0,13,6,0,8,2,2,9,0,4,0,5,23,1,0,9,6,1,4,0
"order some pizza",2,0,0,0,1,0,0,1,4,6,0,1,2,0,0,3,4,0,6,0,4,0,3,1,0,0,0,0,4,1,3,3,0,3,0,0,3,1,0,0,0,4,0,0,1,0,0,0,0
"ordered a pizza",0,1,0,11,1,0,0,1,6,3,0,1,0,1,0,2,1,0,2,1,1,1,0,2,0,0,0,1,3,0,1,2,0,7,0,0,3,0,1,0,1,6,2,0,2,2,2,2,0
"ordered a pizza and",0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0
"ordered pizza",2,1,3,14,0,2,1,0,5,4,0,2,2,1,0,1,1,0,1,1,1,2,0,2,0,0,1,0,6,1,0,6,1,6,0,0,8,1,2,0,5,6,0,0,6,0,1,1,0
"ordering a pizza",1,0,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0
"ordering pizza",3,0,1,10,0,2,1,0,7,5,1,6,3,0,0,0,3,0,8,1,5,0,1,1,0,0,2,0,0,1,5,4,0,14,0,0,6,0,2,0,3,15,1,0,5,1,0,2,0
"orders pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"oreo cheesecake",0,1,0,2,1,1,0,0,5,2,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"oreo cookies",0,1,0,5,0,0,0,0,3,3,0,3,0,0,0,1,4,0,5,0,5,2,1,1,0,1,0,0,1,0,3,3,0,3,0,1,2,0,1,0,1,9,0,0,0,1,1,0,0
"oreos and milk",0,2,2,17,2,1,0,0,10,5,0,5,2,4,3,1,3,0,2,2,7,1,2,1,0,1,1,0,1,0,9,6,1,8,1,0,3,0,0,1,2,14,3,0,4,1,1,0,0
"our pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oyster",3,1,2,38,2,2,1,2,15,2,2,14,2,0,0,3,7,2,4,14,4,0,2,0,0,0,2,0,2,0,20,1,0,3,0,1,4,0,2,0,6,12,1,2,6,5,1,3,0
"oysters",11,1,1,87,9,5,1,13,68,18,1,21,3,1,0,3,31,5,9,36,1,4,4,7,0,1,9,3,7,0,87,13,0,6,0,5,13,3,27,0,8,29,1,1,13,25,1,2,1
"pan cakes",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"pancake",9,12,7,62,5,20,7,3,26,25,1,33,11,3,6,4,14,0,24,8,13,10,4,14,0,2,4,0,19,1,33,21,2,24,6,12,34,3,7,2,15,49,2,1,20,8,7,9,0
"pancake batter",0,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"pancake breakfast",1,1,1,9,2,2,0,0,2,5,0,5,2,1,1,1,1,0,0,2,6,3,1,1,0,0,1,1,1,0,9,3,0,4,0,3,6,0,0,1,2,5,0,0,0,1,2,0,1
"pancake http",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pancake mix",0,0,0,6,0,0,0,0,3,2,0,2,1,1,0,1,2,0,4,2,5,0,1,1,0,0,0,0,0,1,3,1,0,3,0,0,2,0,0,0,0,3,0,0,0,0,1,1,0
"pancake time",0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,1,0,1,2,0,1,0,0,1,0,0,0,1,6,0,0,1,0,0,1,0
"pancakes",68,46,38,382,41,41,20,22,199,166,4,150,81,34,30,37,74,5,122,77,152,49,56,56,7,20,29,12,137,12,222,120,2,159,29,35,152,21,68,5,83,324,14,6,120,51,23,73,1
"pancakes and bacon",1,1,1,4,1,0,1,0,4,3,0,2,0,0,1,0,2,0,0,4,1,2,3,1,0,0,0,0,0,1,2,3,0,5,1,0,4,0,1,0,1,6,0,0,4,1,0,1,0
"pancakes and bacon",1,1,1,4,1,0,1,0,4,3,0,2,0,0,1,0,2,0,0,4,1,2,3,1,0,0,0,0,0,1,2,3,0,5,1,0,4,0,1,0,1,6,0,0,4,1,0,1,0
"pancakes and coffee",1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"pancakes and eggs",0,0,2,5,0,1,0,2,4,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,1,0,2,2,0,0,2,0,1,0,0
"pancakes and eggs",0,0,2,5,0,1,0,2,4,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,1,0,2,2,0,0,2,0,1,0,0
"pancakes for",0,1,1,8,0,0,0,0,1,1,1,1,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,2,2,0,0,0,3,0,0,1,1,0,1,0
"pancakes for breakfast",2,2,0,18,0,3,1,0,7,3,0,4,4,0,0,0,1,1,1,3,5,2,1,1,0,1,1,0,5,0,3,6,0,2,0,0,8,0,0,0,1,4,2,0,1,4,1,3,0
"pancakes for dinner",0,0,0,3,0,3,0,0,2,1,0,4,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,2,0,0,3,0,0,2,0,2,0,1,6,0,0,0,1,0,0,0
"pancakes for lunch",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0
"pancakes http",1,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,2,0,1,0,2,2,0,0,2,0,0,0,0
"pancakes lol",1,1,0,2,2,0,0,1,1,2,0,1,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,2,0,1,8,0,0,1,0,0,0,0
"pancakes now",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pancakes with",2,0,0,5,0,0,0,0,1,3,0,1,1,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,1,1,5,3,0,1,0,1,0,0,2,0,0,5,0,0,1,0,0,0,0
"papaya",0,4,0,26,3,1,0,1,20,2,0,2,0,1,1,1,2,0,3,0,4,0,0,14,0,3,1,0,0,0,26,6,0,6,0,3,2,0,0,1,0,16,0,0,6,7,1,1,0
"parmesan",1,0,0,11,3,1,0,1,1,2,0,6,0,0,0,1,0,0,0,1,2,2,0,1,0,1,0,0,0,0,4,3,0,1,0,1,1,1,2,0,1,4,1,0,1,2,1,1,0
"parmesan cheese",0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,1,0,1,2,1,0,0,1,1,0,2,0,1,0,3,3,0,3,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0
"pasta",23,33,7,333,42,50,18,11,129,85,11,127,37,29,12,15,26,10,133,70,40,24,15,40,1,8,23,6,108,7,243,75,2,76,18,9,102,12,25,7,25,187,13,2,69,67,10,24,1
"pasta and pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pasta and pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pasta bowl",0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
"pasta dinner",0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0
"pasta for dinner",0,1,0,4,1,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,4,1,0,2,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0
"pasta for lunch",0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"pasta http",0,3,1,26,3,1,3,0,4,4,1,13,2,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,1,0,5,3,0,1,0,0,6,0,4,0,1,8,1,0,1,4,0,1,0
"pasta night",2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
"pasta sauce",0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"pasta time",0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"pasta tonight",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"pasta w",0,2,1,7,1,0,0,1,2,2,0,1,3,6,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,6,2,0,2,0,0,1,0,1,0,0,6,0,0,0,3,0,2,0
"pastas",0,1,0,4,0,1,0,0,3,1,0,3,1,0,7,1,6,0,0,1,1,0,0,2,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"pastries",3,9,1,40,3,1,0,1,6,11,0,8,0,0,2,1,3,0,10,11,5,3,0,5,0,1,3,0,6,0,20,5,0,3,1,2,6,0,1,0,2,30,2,1,5,4,1,5,0
"pastry",1,5,1,30,1,8,1,1,2,7,0,2,2,1,7,3,1,0,3,4,4,0,0,0,0,0,2,0,9,0,16,6,0,18,1,7,6,2,3,0,2,2,1,1,6,1,1,1,0
"pastry shop",1,0,0,24,0,6,0,0,3,0,0,3,1,0,0,0,1,0,1,3,1,0,0,1,0,0,1,0,1,0,33,0,0,0,0,0,1,0,0,0,4,3,1,0,12,1,0,1,0
"pastry shop w",0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"peach lol",0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0
"peach pie",2,0,1,3,0,0,0,0,1,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0
"peach yogurt",0,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"peaches",21,9,8,69,15,10,3,6,46,80,2,48,17,7,6,8,21,3,30,31,27,9,20,22,0,3,8,0,13,3,41,41,2,44,14,3,41,3,21,5,24,70,2,2,21,9,3,9,1
"peaches and cream oatmeal",1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"peaches http",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"peanut brittle",1,1,1,1,1,3,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0
"peanut butter",82,65,42,469,47,71,21,21,213,166,9,186,112,44,42,87,80,14,145,127,164,82,56,77,6,22,38,14,151,13,349,151,9,261,40,55,218,23,71,12,99,371,30,8,127,93,40,73,5
"peanutbutter",1,1,1,9,0,2,1,0,3,1,0,0,2,0,1,2,2,0,5,5,3,2,0,3,1,1,2,1,1,0,12,2,0,4,0,0,5,0,1,0,0,10,1,0,5,0,0,3,1
"peanuts",6,5,4,40,4,2,1,2,27,25,0,22,14,5,4,10,9,1,10,15,27,9,8,8,1,0,3,0,7,0,34,12,2,23,3,5,17,0,7,0,13,38,5,0,12,10,2,2,1
"pear",2,3,2,39,5,2,1,1,11,9,0,12,3,1,1,5,5,0,2,4,7,3,9,5,0,1,2,0,4,0,17,5,0,6,1,6,21,2,3,0,1,18,1,1,4,5,2,2,0
"pears",1,2,0,12,4,0,0,2,4,3,0,13,3,4,2,1,3,0,4,2,0,0,2,3,0,0,0,0,5,0,6,2,1,8,0,1,6,0,0,0,1,8,0,0,3,0,1,1,0
"peas and carrots",0,0,0,3,1,0,0,0,4,3,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,1,2,1,2,1,2,0,0,3,0,0,0,0,1,0,0
"pecan http",0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"pecan pie",3,4,6,18,2,1,0,6,5,17,1,6,4,2,2,3,5,0,3,6,4,1,9,5,0,2,2,1,2,3,11,13,0,4,1,2,2,0,7,0,4,50,0,0,8,3,0,3,0
"pecans",3,3,0,9,0,0,0,0,3,11,1,2,1,0,0,1,6,0,1,3,3,2,2,2,0,0,1,0,3,1,1,4,0,3,0,0,1,0,4,0,2,9,0,0,3,1,1,1,1
"penny candy",0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"pepper jack cheese",1,1,2,9,1,0,1,0,0,0,0,4,1,1,0,2,1,1,3,3,1,1,0,1,0,1,1,0,1,0,1,0,0,3,0,1,2,0,1,0,0,9,0,0,2,0,2,0,0
"pepperjack cheese",0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"pepperoni pizza",1,1,0,8,0,2,0,0,3,8,1,5,0,0,1,3,0,1,5,4,1,1,0,4,0,2,1,0,5,0,3,3,1,1,1,1,4,0,2,0,2,4,1,0,2,2,0,2,0
"personal pan pizza",0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
"peruvian chicken",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"philly cheese steak",5,1,4,31,0,2,0,2,15,17,0,13,3,1,1,2,3,0,4,1,6,0,7,5,0,0,1,0,8,3,17,13,0,9,2,1,23,1,6,0,4,17,1,0,7,1,2,2,0
"philly cheese steaks",0,0,0,2,0,1,0,0,4,3,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
"philly cheesesteak",0,4,1,19,1,1,1,0,15,4,0,3,2,0,0,1,0,0,4,0,1,1,0,2,0,0,3,0,13,0,6,5,0,6,2,1,45,1,4,0,4,13,0,0,3,2,0,4,0
"philly cheesesteaks",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,4,0,0,0,1,1,0,0
"philly''s cheesesteak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pickled egg",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,4,0
